59;7;0;0;0;0;0;0;0;0;
48;3;0;0;0;0;0;0;0;0;
29;0;0;0;0;0;0;0;0;0;
76;8;2;2;1;3;2;6;8;5;
117;5;2;1;1;1;2;1;1;1;
571;877;896;897;898;896;896;893;891;894;
