LFM;0;0;0;0;0;0;0;0;0;0;;
FM;64;85;99;100;100;100;100;99;100;100;;
PSK;36;15;1;0;0;0;0;1;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;42;35;15;34;52;67;74;93;92;96;;
PSK;46;65;85;66;48;33;26;7;8;4;;
NM;12;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;91;100;100;100;100;100;100;100;100;100;;
PSK;9;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;66;59;72;94;99;100;100;100;100;100;;
PSK;33;41;28;6;1;0;0;0;0;0;;
NM;1;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;98;100;100;100;100;100;100;100;100;100;;
PSK;2;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;77;86;99;100;100;100;100;100;100;100;;
PSK;23;14;1;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;99;100;100;100;100;100;100;100;100;100;;
PSK;1;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;0;0;0;0;0;0;0;0;0;0;;
FM;82;98;100;100;100;100;100;100;100;100;;
PSK;18;2;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;61;0;0;0;0;0;0;0;0;0;;
FM;36;100;100;100;100;100;100;100;100;100;;
PSK;3;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;15;0;0;0;0;0;0;0;0;0;;
FM;83;100;100;100;100;100;100;100;100;100;;
PSK;2;0;0;0;0;0;0;0;0;0;;
NM;0;0;0;0;0;0;0;0;0;0;;
LFM;53;19;0;0;0;0;0;0;0;0;;
FM;3;81;100;100;100;100;100;100;100;100;;
PSK;9;0;0;0;0;0;0;0;0;0;;
NM;35;0;0;0;0;0;0;0;0;0;;
LFM;55;0;0;0;0;0;0;0;0;0;;
FM;14;99;100;100;100;100;100;100;100;100;;
PSK;17;1;0;0;0;0;0;0;0;0;;
NM;14;0;0;0;0;0;0;0;0;0;;
;;;;;;;;;;;;
LFM;184;19;0;0;0;0;0;0;0;0;;
FM;691;958;986;1028;1051;1067;1074;1093;1092;1096;;
PSK;163;123;114;72;49;33;26;7;8;4;;
NM;62;0;0;0;0;0;0;0;0;0;;
FM ;0,575833333333333;0,798333333333333;0,821666666666667;0,856666666666667;0,875833333333333;0,889166666666667;0,895;0,910833333333333;0,91;0,913333333333333;;
